output_x,output_y,output_z,time
-2.5,-0.97,0.28,452337
-2.57,-1.04,0.28,452366
-2.57,-1.04,0.35,452395
-2.64,-1.11,0.21,452424
-2.64,-1.11,0.28,452453
-2.57,-1.04,0.21,452483
-2.5,-1.11,0.35,452511
-2.64,-1.11,0.28,452541
-2.57,-1.11,0.28,452570
-2.57,-1.11,0.42,452598
-2.64,-1.04,0.35,452628
-2.57,-1.04,0.35,452657
-2.64,-0.97,0.28,452686
-2.57,-1.18,0.35,452715
-2.57,-1.11,0.35,452745
-2.57,-1.11,0.28,452773
-2.64,-1.04,0.35,452803
-2.57,-1.04,0.28,452832
-2.57,-1.04,0.35,452860
-2.64,-1.04,0.35,452890
-2.57,-1.04,0.28,452919
-2.57,-1.04,0.28,452948
-2.57,-1.04,0.28,452977
-2.57,-1.11,0.35,453007
-2.57,-1.04,0.35,453036
-2.64,-1.18,0.28,453064
-2.5,-1.11,0.28,453094
-2.64,-1.04,0.21,453123
-2.64,-1.11,0.28,453152
-2.64,-1.11,0.28,453181
-2.64,-1.04,0.35,453211
-2.5,-1.18,0.21,453239
-2.57,-1.11,0.28,453269
-2.64,-1.04,0.28,453298
-2.57,-1.11,0.42,453326
-2.64,-1.11,0.21,453356
-2.71,-1.18,0.35,453385
-2.64,-1.04,0.21,453414
-2.57,-1.11,0.35,453443
-2.57,-1.04,0.35,453473
-2.64,-1.04,0.35,453501
-2.5,-1.04,0.28,453530
-2.64,-1.18,0.35,453560
-2.64,-1.11,0.35,453588
-2.57,-1.04,0.35,453618
-2.64,-1.11,0.35,453647
-2.57,-1.04,0.28,453677
-2.64,-1.04,0.28,453705
-2.64,-1.11,0.21,453735
-2.57,-1.04,0.28,453764
-2.5,-1.18,0.35,453792
-2.57,-1.11,0.35,453822
-2.64,-1.11,0.21,453851
-2.64,-1.04,0.28,453880
-2.57,-1.04,0.28,453909
-2.57,-1.04,0.35,453939
-2.64,-1.04,0.35,453967
-2.5,-1.11,0.28,453996
-2.64,-1.04,0.35,454026
-2.57,-1.11,0.28,454054
-2.64,-1.04,0.35,454084
-2.71,-1.04,0.35,454113
-2.57,-1.04,0.35,454142
-2.57,-1.11,0.35,454171
-2.57,-1.04,0.28,454201
-2.64,-1.04,0.35,454230
-2.57,-1.11,0.28,454258
-2.64,-1.04,0.42,454288
-2.5,-1.18,0.35,454317
-2.64,-1.04,0.28,454346
-2.64,-1.11,0.42,454375
-2.57,-1.11,0.28,454405
-2.64,-1.04,0.28,454433
-2.57,-1.04,0.35,454462
-2.64,-1.11,0.35,454492
-2.57,-1.04,0.35,454520
-2.71,-1.18,0.28,454550
-2.5,-1.04,0.28,454579
-2.64,-0.97,0.28,454608
-2.64,-1.11,0.28,454637
-2.64,-1.04,0.28,454667
-2.57,-1.11,0.42,454695
-2.64,-1.11,0.35,454724
-2.64,-1.18,0.28,454754
-2.57,-1.04,0.28,454782
-2.57,-1.11,0.35,454812
-2.57,-1.18,0.28,454841
-2.71,-1.11,0.28,454871
-2.5,-1.04,0.35,454899
-2.64,-1.11,0.35,454928
-2.57,-1.04,0.21,454958
-2.5,-1.04,0.28,454986
-2.71,-1.11,0.28,455016
-2.64,-1.04,0.35,455045
-2.57,-1.18,0.28,455074
-2.64,-1.11,0.28,455103
-2.57,-1.04,0.28,455133
-2.43,-1.04,0.28,455161
-2.5,-1.11,0.28,455190
-2.64,-1.11,0.28,455220
-2.57,-1.11,0.35,455248
-2.57,-1.11,0.28,455278
-2.64,-1.11,0.35,455307
-2.57,-1.04,0.42,455336
-2.71,-1.11,0.35,455365
-2.64,-1.04,0.28,455394
-2.57,-1.18,0.42,455424
-2.57,-1.18,0.28,455452
-2.64,-1.04,0.28,455482
-2.57,-1.11,0.28,455511
-2.57,-1.11,0.28,455540
-2.57,-1.11,0.28,455569
-2.57,-1.11,0.28,455599
-2.57,-1.18,0.28,455627
-2.64,-1.11,0.21,455656
-2.5,-1.11,0.21,455686
-2.57,-1.04,0.35,455714
-2.57,-1.11,0.35,455744
-2.5,-1.11,0.28,455773
-2.71,-1.11,0.28,455802
-2.64,-1.11,0.35,455831
-2.64,-1.11,0.28,455860
-2.57,-1.04,0.28,455889
-2.57,-1.11,0.35,455918
-2.5,-1.18,0.21,455948
-2.5,-1.04,0.35,455976
-2.57,-1.11,0.42,456006
-2.57,-1.18,0.28,456035
-2.64,-1.04,0.35,456065
-2.43,-1.04,0.35,456093
-2.5,-1.11,0.35,456122
-2.64,-1.04,0.35,456152
-2.64,-1.04,0.28,456180
-2.64,-1.11,0.35,456210
-2.64,-1.11,0.28,456239
-2.57,-1.11,0.42,456268
-2.64,-1.11,0.35,456297
-2.57,-1.04,0.35,456326
-2.57,-1.04,0.35,456355
-2.57,-1.11,0.28,456384
-2.5,-1.04,0.28,456414
-2.71,-1.11,0.28,456442
-2.57,-1.04,0.35,456472
-2.64,-1.11,0.42,456501
-2.57,-1.11,0.28,456530
-2.64,-1.11,0.28,456559
-2.64,-1.11,0.35,456588
-2.57,-1.04,0.28,456617
-2.64,-1.18,0.28,456646
-2.64,-1.11,0.28,456676
-2.71,-1.11,0.28,456705
-2.57,-1.04,0.35,456734
-2.64,-1.18,0.21,456763
-2.64,-1.11,0.35,456792
-2.64,-1.04,0.35,456821
-2.57,-1.11,0.28,456850
-2.57,-1.04,0.28,456880
-2.57,-1.11,0.28,456908
-2.5,-1.11,0.35,456938
-2.57,-1.04,0.35,456967
-2.43,-1.04,0.28,456996
-2.5,-1.11,0.28,457025
-2.57,-1.18,0.28,457054
-2.71,-1.11,0.28,457083
-2.57,-1.11,0.35,457112
-2.57,-1.18,0.42,457142
-2.57,-1.18,0.35,457170
-2.64,-1.11,0.42,457200
-2.57,-1.04,0.35,457229
-2.64,-1.11,0.42,457257
-2.57,-1.11,0.28,457287
-2.64,-1.18,0.28,457316
-2.43,-1.04,0.28,457346
-2.5,-1.04,0.28,457374
-2.57,-1.11,0.28,457404
-2.5,-1.11,0.35,457433
-2.5,-1.11,0.21,457462
-2.57,-1.11,0.28,457491
-2.5,-1.11,0.35,457520
-2.5,-1.04,0.28,457549
-2.57,-1.04,0.28,457578
-2.57,-1.11,0.35,457608
-2.57,-1.18,0.28,457636
-2.64,-1.11,0.35,457666
-2.57,-1.18,0.28,457695
-2.71,-1.04,0.28,457723
-2.64,-1.04,0.28,457753
-2.5,-1.04,0.35,457782
-2.57,-1.18,0.35,457811
-2.57,-1.11,0.35,457840
-2.57,-1.11,0.28,457870
-2.5,-1.11,0.35,457899
-2.57,-1.04,0.35,457928
-2.64,-1.04,0.28,457957
-2.57,-1.11,0.28,457986
-2.57,-1.11,0.28,458015
-2.57,-1.11,0.28,458044
-2.57,-1.04,0.28,458074
-2.57,-1.11,0.28,458102
-2.5,-1.04,0.28,458132
-2.5,-1.04,0.28,458161
-2.57,-1.11,0.28,458189
-2.57,-1.11,0.28,458219
-2.64,-1.11,0.35,458248
-2.57,-1.18,0.28,458277
-2.57,-1.04,0.35,458306
-2.64,-1.11,0.35,458336
-2.57,-0.97,0.35,458364
-2.5,-1.11,0.35,458394
-2.57,-1.04,0.28,458423
-2.57,-1.11,0.35,458451
-2.57,-1.11,0.35,458481
-2.5,-1.04,0.28,458510
-2.57,-1.04,0.28,458540
-2.57,-1.11,0.28,458568
-2.64,-1.11,0.28,458598
-2.57,-1.11,0.28,458627
-2.57,-1.11,0.28,458655
-2.5,-1.04,0.35,458685
-2.43,-1.04,0.35,458714
-2.57,-1.11,0.28,458743
-2.64,-1.11,0.28,458772
-2.64,-1.04,0.35,458802
-2.64,-1.11,0.21,458830
-2.57,-1.04,0.28,458860
-2.64,-1.11,0.21,458889
-2.57,-1.04,0.28,458917
-2.64,-1.18,0.28,458947
-2.64,-1.18,0.35,458976
-2.57,-1.11,0.28,459005
-2.57,-1.04,0.35,459034
-2.64,-1.04,0.35,459064
-2.64,-1.04,0.28,459092
-2.57,-1.11,0.28,459121
-2.64,-1.04,0.35,459151
-2.57,-1.04,0.35,459180
-2.64,-1.04,0.28,459209
-2.57,-1.11,0.28,459238
-2.5,-1.11,0.28,459268
-2.5,-1.04,0.35,459296
-2.57,-0.97,0.35,459326
-2.5,-1.11,0.35,459355
-2.5,-1.11,0.28,459383
-2.57,-1.11,0.28,459413
-2.64,-1.18,0.28,459442
-2.57,-1.11,0.28,459471
-2.5,-1.04,0.28,459500
-2.57,-1.11,0.28,459530
-2.64,-1.04,0.35,459558
-2.5,-0.97,0.35,459587
-2.71,-1.04,0.28,459617
-2.5,-1.11,0.28,459645
-2.64,-1.11,0.28,459675
-2.64,-1.11,0.21,459704
-2.71,-1.11,0.35,459734
-2.5,-1.04,0.28,459762
-2.71,-1.04,0.28,459792
-2.64,-1.11,0.35,459821
-2.5,-1.04,0.28,459849
-2.57,-1.11,0.28,459879
-2.5,-1.18,0.35,459908
-2.57,-1.04,0.42,459937
-2.5,-1.11,0.35,459966
-2.57,-1.11,0.28,459996
-2.57,-1.11,0.28,460024
-2.5,-1.11,0.42,460053
-2.64,-1.11,0.35,460083
-2.57,-1.04,0.28,460111
-2.57,-1.18,0.28,460141
-2.64,-1.04,0.28,460170
-2.64,-0.97,0.35,460199
-2.5,-1.11,0.35,460228
-2.64,-1.04,0.21,460258
-2.57,-1.11,0.35,460286
-2.64,-1.11,0.28,460315
-2.64,-1.04,0.28,460345
-2.64,-1.04,0.35,460374
-2.57,-1.04,0.28,460403
-2.64,-1.11,0.35,460432
-2.64,-1.11,0.35,460462
-2.5,-1.11,0.35,460490
-2.64,-1.04,0.35,460519
-2.71,-1.11,0.28,460549
-2.57,-1.11,0.28,460577
-2.64,-1.11,0.35,460607
-2.57,-1.04,0.35,460636
-2.64,-1.11,0.35,460665
-2.57,-1.04,0.35,460694
-2.5,-1.11,0.35,460724
-2.57,-1.04,0.42,460752
-2.64,-1.11,0.28,460781
-2.64,-1.04,0.28,460811
-2.5,-1.11,0.35,460839
-2.57,-1.11,0.28,460869
-2.64,-1.11,0.35,460898
-2.57,-1.04,0.35,460928
-2.57,-1.04,0.28,460956
-2.57,-1.18,0.35,460985
-2.57,-1.18,0.35,461015
-2.64,-1.18,0.28,461043
-2.5,-1.04,0.35,461073
-2.71,-1.04,0.42,461102
-2.57,-1.11,0.28,461131
-2.57,-1.04,0.35,461160
-2.5,-1.11,0.28,461190
-2.64,-1.11,0.28,461218
-2.5,-1.04,0.28,461247
-2.71,-1.18,0.35,461277
-2.64,-1.04,0.35,461305
-2.64,-1.11,0.35,461335
-2.64,-1.11,0.35,461364
-2.64,-1.11,0.42,461393
-2.57,-1.04,0.28,461422
-2.57,-1.11,0.35,461451
-2.64,-1.11,0.35,461480
-2.57,-1.04,0.28,461509
-2.64,-1.04,0.35,461539
-2.57,-1.04,0.35,461568
-2.57,-1.11,0.28,461597
-2.57,-0.97,0.35,461626
-2.64,-1.11,0.35,461656
-2.71,-1.18,0.35,461684
-2.57,-1.11,0.35,461713
-2.64,-1.11,0.28,461743
-2.57,-1.11,0.21,461771
-2.64,-1.04,0.28,461801
-2.64,-1.11,0.42,461830
-2.64,-1.04,0.21,461859
-2.57,-1.04,0.35,461888
-2.57,-1.11,0.35,461917
-2.5,-1.18,0.35,461946
-2.57,-1.11,0.28,461975
-2.57,-1.04,0.28,462005
-2.64,-1.11,0.42,462033
-2.71,-1.11,0.28,462063
-2.57,-1.11,0.35,462092
-2.5,-1.04,0.28,462121
-2.64,-1.11,0.35,462150
-2.57,-1.04,0.35,462179
-2.57,-1.04,0.35,462209
-2.64,-1.11,0.28,462237
-2.64,-0.97,0.28,462267
-2.5,-1.11,0.35,462296
-2.71,-1.11,0.28,462325
-2.57,-1.11,0.28,462354
-2.64,-1.04,0.35,462383
-2.64,-1.11,0.35,462412
-2.57,-1.11,0.28,462441
-2.57,-1.11,0.35,462471
-2.57,-1.11,0.28,462499
-2.57,-1.04,0.28,462529
-2.5,-1.11,0.28,462558
-2.57,-1.04,0.28,462587
-2.57,-1.04,0.35,462616
-2.64,-1.11,0.35,462645
-2.64,-1.11,0.28,462674
-2.57,-1.11,0.35,462703
-2.64,-1.04,0.21,462733
-2.57,-1.04,0.35,462761
-2.57,-1.04,0.28,462791
-2.64,-1.18,0.28,462820
-2.57,-1.11,0.35,462849
-2.57,-1.04,0.35,462878
-2.64,-1.18,0.35,462907
-2.57,-1.04,0.28,462937
-2.64,-1.04,0.35,462965
-2.5,-1.18,0.28,462995
-2.57,-1.18,0.28,463024
-2.57,-1.04,0.42,463053
-2.57,-1.04,0.35,463082
-2.64,-1.11,0.28,463111
-2.57,-1.11,0.28,463140
-2.64,-1.11,0.35,463169
-2.64,-1.11,0.21,463199
-2.64,-1.04,0.28,463227
-2.64,-1.04,0.28,463257
-2.64,-1.11,0.35,463286
-2.64,-1.11,0.35,463314
-2.57,-1.18,0.28,463344
-2.57,-1.11,0.35,463373
-2.64,-1.11,0.35,463403
-2.57,-1.04,0.28,463431
-2.64,-1.11,0.35,463461
-2.57,-1.11,0.28,463490
-2.57,-1.04,0.28,463519
-2.57,-1.11,0.35,463548
-2.57,-1.04,0.42,463577
-2.57,-1.11,0.35,463606
-2.57,-1.18,0.28,463635
-2.64,-1.11,0.28,463665
-2.64,-1.11,0.35,463693
-2.64,-1.04,0.28,463723
-2.64,-1.11,0.28,463752
-2.71,-1.11,0.35,463780
-2.57,-1.04,0.35,463810
-2.57,-1.18,0.35,463839
-2.57,-1.18,0.35,463868
-2.64,-1.04,0.35,463897
-2.5,-1.11,0.28,463927
-2.64,-1.11,0.28,463955
-2.5,-1.11,0.35,463985
-2.57,-1.11,0.28,464014
-2.64,-1.11,0.35,464043
-2.64,-1.11,0.35,464072
-2.57,-1.11,0.28,464101
-2.64,-1.18,0.28,464131
-2.64,-1.11,0.35,464159
-2.5,-1.11,0.42,464189
-2.64,-1.04,0.28,464218
-2.57,-1.11,0.35,464246
-2.57,-1.04,0.28,464276
-2.57,-1.11,0.28,464305
-2.64,-1.04,0.21,464334
-2.57,-1.04,0.28,464363
-2.64,-1.11,0.35,464393
-2.64,-1.04,0.35,464421
-2.64,-1.04,0.35,464451
-2.64,-1.04,0.42,464480
-2.5,-1.04,0.28,464508
-2.57,-1.11,0.35,464538
-2.64,-1.11,0.35,464567
-2.57,-0.97,0.35,464596
-2.64,-1.18,0.35,464625
-2.57,-1.11,0.35,464655
-2.64,-1.11,0.28,464684
-2.64,-1.11,0.42,464712
-2.57,-1.11,0.28,464742
-2.57,-1.04,0.35,464771
-2.5,-0.97,0.28,464800
-2.57,-1.11,0.35,464829
-2.57,-1.11,0.35,464859
-2.64,-1.11,0.28,464887
-2.64,-1.04,0.28,464917
-2.57,-1.04,0.35,464946
-2.64,-1.04,0.28,464974
-2.57,-1.04,0.28,465004
-2.57,-1.04,0.35,465033
-2.57,-1.18,0.35,465062
-2.5,-1.11,0.21,465091
-2.5,-1.04,0.35,465121
-2.64,-1.04,0.35,465149
-2.64,-1.04,0.21,465178
-2.57,-1.11,0.28,465208
-2.43,-1.11,0.35,465236
-2.64,-1.04,0.35,465266
-2.5,-1.11,0.35,465295
-2.64,-1.18,0.35,465325
-2.57,-1.11,0.28,465353
-2.64,-1.11,0.35,465383
-2.64,-1.11,0.35,465412
-2.57,-0.97,0.42,465440
-2.5,-1.11,0.35,465470
-2.57,-1.04,0.35,465499
-2.57,-1.04,0.35,465528
-2.57,-1.18,0.28,465557
-2.57,-1.11,0.28,465587
-2.71,-1.04,0.28,465615
-2.5,-1.18,0.28,465644
-2.57,-1.11,0.35,465674
-2.57,-1.11,0.35,465702
-2.64,-1.04,0.28,465732
-2.5,-1.11,0.28,465761
-2.57,-1.11,0.28,465790
-2.57,-1.18,0.42,465819
-2.57,-1.18,0.28,465849
-2.57,-1.04,0.28,465878
-2.64,-1.11,0.28,465906
-2.57,-1.04,0.21,465936
-2.57,-1.04,0.35,465965
-2.5,-1.25,0.42,465994
-2.64,-1.11,0.28,466023
-2.71,-1.04,0.35,466053
-2.5,-1.11,0.28,466081
-2.71,-1.11,0.35,466110
-2.5,-1.04,0.28,466140
-2.64,-1.11,0.28,466168
-2.71,-1.11,0.42,466198
-2.57,-1.04,0.28,466227
-2.57,-1.04,0.35,466256
-2.64,-0.97,0.35,466285
-2.64,-0.97,0.42,466315
-2.57,-0.97,0.42,466343
-2.64,-1.11,0.28,466372
-2.57,-1.11,0.28,466402
-2.64,-1.18,0.28,466430
-2.57,-1.04,0.35,466460
-2.57,-1.04,0.28,466489
-2.57,-1.04,0.35,466519
-2.57,-1.11,0.35,466547
-2.57,-1.18,0.35,466576
-2.5,-1.11,0.28,466606
-2.71,-1.11,0.42,466634
-2.57,-1.11,0.28,466664
-2.57,-1.04,0.28,466693
-2.5,-1.11,0.28,466722
-2.57,-1.04,0.35,466751
-2.57,-0.97,0.28,466781
-2.64,-1.11,0.35,466809
-2.64,-1.04,0.28,466838
-2.57,-1.04,0.35,466868
-2.57,-1.04,0.28,466896
-2.57,-1.11,0.28,466926
-2.64,-1.04,0.35,466955
-2.64,-0.97,0.42,466984
-2.71,-0.97,0.28,467013
-2.57,-1.11,0.35,467042
-2.57,-1.04,0.35,467072
-2.5,-1.18,0.28,467100
-2.57,-1.18,0.28,467130
-2.43,-1.18,0.21,467159
-2.64,-1.04,0.35,467188
-2.57,-1.11,0.35,467217
-2.57,-1.11,0.35,467247
-2.5,-1.04,0.28,467275
-2.57,-1.04,0.35,467304
-2.57,-1.04,0.28,467334
-2.57,-1.11,0.21,467362
-2.5,-1.04,0.28,467392
-2.57,-1.04,0.28,467421
-2.64,-1.11,0.21,467450
-2.57,-0.9,0.28,467479
-2.57,-1.11,0.35,467508
-2.64,-1.04,0.21,467537
-2.64,-1.11,0.35,467566
-2.64,-1.11,0.28,467596
-2.5,-1.04,0.42,467624
-2.64,-1.11,0.28,467654
-2.64,-1.11,0.35,467683
-2.64,-1.11,0.28,467713
-2.57,-1.11,0.21,467741
-2.64,-1.11,0.28,467770
-2.5,-1.11,0.28,467800
-2.57,-1.11,0.35,467828
-2.57,-1.11,0.28,467858
-2.5,-1.11,0.35,467887
-2.64,-1.11,0.28,467916
-2.64,-1.18,0.35,467945
-2.57,-1.04,0.35,467974
-2.57,-1.11,0.21,468003
-2.64,-1.04,0.35,468032
-2.64,-1.11,0.28,468062
-2.64,-1.11,0.42,468090
-2.57,-1.11,0.35,468120
-2.57,-1.04,0.42,468149
-2.57,-1.11,0.35,468178
-2.64,-1.04,0.35,468207
-2.64,-1.04,0.28,468236
-2.64,-1.11,0.28,468265
-2.5,-1.18,0.35,468294
-2.64,-1.11,0.28,468324
-2.5,-1.18,0.35,468353
-2.64,-1.18,0.35,468382
-2.57,-1.11,0.35,468411
-2.5,-1.04,0.35,468440
-2.64,-1.18,0.35,468469
-2.64,-1.04,0.28,468498
-2.64,-1.11,0.28,468528
-2.57,-1.04,0.28,468556
-2.64,-1.11,0.28,468586
-2.5,-1.11,0.28,468615
-2.57,-1.11,0.35,468644
-2.5,-1.18,0.35,468673
-2.57,-1.11,0.28,468702
-2.57,-0.97,0.35,468731
-2.64,-1.11,0.35,468760
-2.57,-1.04,0.28,468790
-2.5,-1.04,0.28,468818
-2.57,-1.04,0.35,468848
-2.57,-1.11,0.28,468877
-2.57,-1.11,0.35,468905
-2.57,-1.11,0.21,468935
-2.64,-1.04,0.35,468964
-2.5,-1.04,0.35,468994
-2.57,-1.11,0.35,469022
-2.64,-1.18,0.21,469052
-2.64,-1.11,0.35,469081
-2.57,-1.11,0.28,469110
-2.64,-1.04,0.42,469139
-2.57,-1.11,0.28,469168
-2.5,-1.04,0.35,469197
-2.64,-1.11,0.35,469226
-2.57,-1.04,0.28,469256
-2.64,-1.11,0.35,469284
-2.64,-1.04,0.28,469314
-2.5,-1.11,0.28,469343
-2.64,-1.11,0.21,469371
-2.57,-1.11,0.28,469401
-2.64,-1.11,0.35,469430
-2.64,-1.18,0.21,469459
-2.64,-1.04,0.28,469488
-2.57,-1.04,0.28,469518
-2.64,-1.11,0.28,469547
-2.64,-1.04,0.42,469576
-2.57,-1.18,0.35,469605
-2.57,-1.11,0.35,469634
-2.57,-1.04,0.35,469663
-2.57,-1.04,0.35,469692
-2.57,-1.11,0.35,469722
-2.57,-1.04,0.42,469750
-2.64,-0.97,0.35,469780
-2.57,-1.11,0.35,469809
-2.57,-1.11,0.35,469837
-2.64,-1.04,0.35,469867
-2.5,-1.11,0.21,469896
-2.57,-1.04,0.28,469925
-2.57,-1.04,0.35,469954
-2.57,-1.04,0.35,469984
-2.57,-1.11,0.28,470012
-2.5,-1.11,0.35,470042
-2.57,-1.11,0.35,470071
-2.64,-1.11,0.35,470099
-2.57,-0.97,0.42,470129
-2.57,-1.11,0.35,470158
-2.57,-1.04,0.28,470188
-2.64,-1.04,0.28,470216
-2.5,-1.11,0.42,470246
-2.64,-1.04,0.28,470275
-2.57,-1.11,0.28,470303
-2.5,-1.04,0.28,470333
-2.64,-1.11,0.28,470362
-2.57,-1.11,0.28,470391
-2.5,-1.11,0.42,470420
-2.57,-1.11,0.35,470450
-2.5,-1.11,0.35,470478
-2.57,-1.11,0.42,470508
-2.5,-1.11,0.28,470537
-2.64,-1.18,0.35,470565
-2.57,-1.11,0.35,470595
-2.5,-1.04,0.28,470624
-2.64,-1.04,0.28,470653
-2.64,-1.11,0.28,470682
-2.5,-1.18,0.35,470712
-2.57,-1.04,0.35,470740
-2.64,-1.11,0.35,470769
-2.5,-1.11,0.35,470799
-2.57,-1.04,0.35,470828
-2.64,-1.18,0.35,470857
-2.57,-1.11,0.35,470886
-2.64,-1.04,0.28,470916
-2.57,-1.04,0.28,470944
-2.57,-1.04,0.35,470974
-2.57,-1.11,0.28,471003
-2.71,-1.11,0.35,471031
-2.64,-1.11,0.28,471061
-2.64,-1.04,0.28,471090
-2.5,-1.11,0.28,471119
-2.5,-1.04,0.35,471148
-2.71,-1.11,0.42,471178
-2.57,-0.97,0.35,471206
-2.64,-1.11,0.28,471235
-2.71,-1.11,0.28,471265
-2.64,-1.04,0.35,471293
-2.5,-0.97,0.28,471323
-2.5,-1.11,0.35,471352
-2.57,-1.11,0.28,471382
-2.64,-1.11,0.28,471410
-2.64,-1.11,0.28,471440
-2.57,-1.04,0.28,471469
-2.57,-1.04,0.35,471497
-2.57,-1.04,0.35,471527
-2.64,-1.11,0.28,471556
-2.64,-1.04,0.21,471585
-2.57,-1.18,0.35,471614
-2.57,-1.11,0.28,471644
-2.57,-1.11,0.35,471672
-2.5,-1.11,0.35,471701
-2.57,-1.04,0.21,471731
-2.64,-1.11,0.28,471759
-2.64,-1.18,0.35,471789
-2.57,-1.04,0.35,471818
-2.5,-1.11,0.28,471847
-2.64,-1.18,0.35,471876
-2.57,-1.04,0.28,471906
-2.64,-1.04,0.35,471934
-2.57,-1.11,0.35,471963
-2.5,-0.97,0.28,471993
-2.5,-1.04,0.28,472022
-2.57,-1.11,0.42,472051
-2.57,-1.04,0.28,472080
-2.57,-1.04,0.35,472110
-2.57,-1.04,0.35,472138
-2.57,-1.11,0.35,472167
-2.64,-1.11,0.35,472197
-2.57,-1.11,0.28,472225
-2.71,-1.11,0.28,472255
-2.57,-1.04,0.35,472284
-2.57,-1.11,0.35,472313
-2.57,-1.04,0.28,472342
-2.57,-1.11,0.42,472372
-2.57,-1.11,0.28,472400
-2.71,-1.04,0.28,472429
-2.64,-1.11,0.28,472459
-2.64,-1.18,0.35,472487
-2.57,-1.04,0.28,472517
-2.57,-1.11,0.28,472546
-2.57,-1.11,0.28,472576
-2.57,-1.11,0.35,472604
-2.57,-1.11,0.28,472633
-2.57,-1.11,0.28,472663
-2.57,-1.04,0.28,472691
-2.57,-1.18,0.28,472721
-2.57,-1.04,0.28,472750
-2.5,-1.11,0.28,472779
-2.57,-1.11,0.35,472808
-2.5,-1.11,0.35,472838
-2.57,-1.04,0.35,472866
-2.5,-1.11,0.28,472895
-2.64,-1.04,0.21,472925
-2.5,-1.04,0.28,472953
-2.57,-1.04,0.35,472983
-2.57,-1.11,0.28,473012
-2.5,-1.11,0.35,473041
-2.57,-1.11,0.35,473070
-2.5,-1.04,0.35,473099
-2.5,-1.11,0.35,473128
-2.5,-1.11,0.35,473157
-2.64,-1.11,0.35,473187
-2.57,-1.04,0.35,473216
-2.5,-1.04,0.35,473245
-2.5,-1.11,0.35,473274
-2.57,-1.11,0.28,473304
-2.5,-1.11,0.35,473332
-2.64,-1.11,0.42,473361
-2.5,-1.11,0.28,473391
-2.57,-1.04,0.28,473419
-2.5,-1.04,0.35,473449
-2.57,-1.11,0.35,473478
-2.57,-1.11,0.28,473507
-2.64,-1.11,0.28,473536
-2.57,-1.11,0.35,473565
-2.5,-1.04,0.35,473594
-2.64,-1.04,0.28,473623
-2.57,-1.11,0.28,473653
-2.64,-1.11,0.35,473681
-2.57,-1.11,0.28,473711
-2.5,-1.11,0.28,473740
-2.57,-1.04,0.35,473769
-2.57,-1.18,0.35,473798
-2.57,-1.11,0.35,473827
-2.57,-1.04,0.28,473857
-2.57,-1.11,0.35,473885
-2.64,-0.97,0.35,473915
-2.64,-1.11,0.28,473944
-2.57,-1.11,0.42,473973
-2.57,-1.11,0.42,474002
-2.57,-1.11,0.42,474031
-2.64,-1.11,0.28,474060
-2.57,-1.11,0.28,474089
-2.57,-1.11,0.35,474119
-2.5,-1.04,0.35,474147
-2.57,-1.11,0.35,474177
-2.57,-1.18,0.35,474206
-2.57,-1.11,0.35,474235
-2.57,-1.11,0.28,474264
-2.64,-1.04,0.28,474293
-2.57,-1.11,0.35,474322
-2.64,-1.04,0.28,474351
-2.5,-1.04,0.28,474381
-2.5,-1.11,0.35,474409
-2.64,-1.11,0.42,474439
-2.57,-1.11,0.28,474468
-2.57,-1.11,0.35,474497
-2.57,-1.04,0.35,474526
-2.57,-1.04,0.35,474555
-2.64,-1.18,0.28,474585
-2.64,-1.04,0.35,474613
-2.57,-1.11,0.28,474643
-2.5,-1.11,0.28,474672
-2.5,-1.11,0.28,474701
-2.57,-1.11,0.28,474730
-2.57,-1.11,0.35,474759
-2.57,-1.18,0.35,474788
-2.57,-1.11,0.35,474817
-2.57,-1.04,0.42,474847
-2.64,-1.11,0.28,474875
-2.5,-1.11,0.28,474905
-2.57,-1.11,0.21,474934
-2.43,-1.11,0.35,474962
-2.57,-1.11,0.35,474992
-2.64,-1.11,0.21,475021
-2.57,-1.11,0.35,475051
-2.64,-1.11,0.42,475079
-2.64,-1.18,0.35,475109
-2.57,-1.11,0.42,475138
-2.57,-1.18,0.28,475167
-2.57,-1.11,0.21,475196
-2.57,-1.11,0.35,475225
-2.64,-1.11,0.35,475254
-2.57,-0.97,0.35,475283
-2.64,-1.11,0.28,475313
-2.57,-1.11,0.35,475341
-2.57,-1.04,0.28,475371
-2.57,-1.11,0.35,475400
-2.64,-1.04,0.28,475428
-2.57,-1.18,0.28,475458
-2.57,-1.11,0.35,475487
-2.5,-1.11,0.28,475516
-2.57,-1.18,0.35,475545
-2.57,-1.11,0.28,475575
-2.57,-1.11,0.35,475603
-2.57,-1.11,0.35,475633
-2.57,-1.04,0.35,475662
-2.64,-1.18,0.28,475691
-2.64,-1.11,0.35,475720
-2.64,-1.18,0.35,475749
-2.64,-1.18,0.35,475779
-2.57,-1.11,0.42,475807
-2.5,-1.11,0.35,475837
-2.57,-1.11,0.28,475866
-2.64,-1.04,0.35,475894
-2.64,-1.04,0.35,475924
-2.5,-1.11,0.35,475953
-2.64,-1.11,0.21,475982
-2.57,-1.04,0.28,476011
-2.57,-1.11,0.28,476041
-2.57,-1.04,0.35,476069
-2.57,-1.11,0.35,476099
-2.57,-1.11,0.35,476128
-2.64,-1.18,0.35,476156
-2.57,-1.04,0.28,476186
-2.64,-1.11,0.35,476215
-2.57,-0.97,0.42,476244
