output_x,output_y,output_z,time
-2.64,-0.97,0.42,143053
-2.64,-1.04,0.28,143082
-2.57,-1.04,0.21,143112
-2.5,-1.11,0.35,143140
-2.57,-1.11,0.28,143170
-2.57,-1.11,0.35,143199
-2.71,-1.04,0.35,143227
-2.64,-1.04,0.28,143257
-2.64,-1.04,0.35,143286
-2.71,-1.11,0.35,143315
-2.64,-1.04,0.28,143344
-2.57,-0.97,0.35,143374
-2.5,-1.11,0.35,143403
-2.57,-1.04,0.28,143432
-2.57,-0.97,0.28,143461
-2.64,-1.04,0.35,143490
-2.57,-1.11,0.28,143519
-2.71,-1.04,0.35,143548
-2.64,-0.97,0.28,143578
-2.57,-1.11,0.28,143606
-2.57,-1.18,0.28,143636
-2.57,-1.04,0.35,143665
-2.57,-1.04,0.42,143693
-2.71,-1.11,0.35,143723
-2.64,-1.04,0.35,143752
-2.57,-1.11,0.28,143781
-2.64,-1.11,0.28,143810
-2.57,-1.11,0.28,143840
-2.57,-1.04,0.35,143868
-2.64,-0.97,0.35,143898
-2.57,-1.04,0.42,143927
-2.57,-1.11,0.28,143955
-2.71,-1.11,0.35,143985
-2.5,-1.04,0.21,144014
-2.57,-1.04,0.35,144044
-2.57,-1.11,0.35,144072
-2.64,-1.04,0.28,144102
-2.57,-1.11,0.35,144131
-2.57,-1.11,0.35,144159
-2.71,-1.04,0.28,144189
-2.64,-1.11,0.42,144218
-2.64,-1.04,0.28,144247
-2.64,-1.11,0.35,144276
-2.57,-1.11,0.28,144306
-2.57,-1.04,0.35,144334
-2.64,-1.04,0.28,144364
-2.57,-1.11,0.35,144393
-2.64,-1.04,0.35,144421
-2.64,-1.04,0.28,144451
-2.57,-1.11,0.28,144480
-2.64,-1.04,0.28,144509
-2.71,-1.04,0.35,144538
-2.57,-1.11,0.35,144568
-2.64,-1.11,0.35,144596
-2.5,-1.04,0.35,144625
-2.64,-0.97,0.28,144655
-2.57,-1.11,0.35,144684
-2.57,-1.11,0.28,144713
-2.57,-1.04,0.35,144742
-2.64,-1.04,0.35,144772
-2.5,-1.11,0.35,144800
-2.5,-1.04,0.35,144830
-2.57,-1.11,0.35,144859
-2.64,-1.11,0.21,144887
-2.64,-1.04,0.28,144917
-2.57,-1.11,0.35,144946
-2.64,-1.18,0.35,144975
-2.64,-1.11,0.35,145004
-2.57,-1.04,0.35,145034
-2.64,-1.04,0.35,145062
-2.5,-1.04,0.28,145091
-2.5,-1.04,0.35,145121
-2.64,-1.04,0.28,145149
-2.57,-1.04,0.28,145179
-2.5,-1.11,0.28,145208
-2.64,-0.97,0.35,145238
-2.64,-1.04,0.42,145266
-2.57,-1.04,0.28,145296
-2.64,-1.04,0.28,145325
-2.57,-1.04,0.42,145353
-2.64,-1.11,0.42,145383
-2.64,-1.04,0.28,145412
-2.64,-1.11,0.35,145441
-2.64,-1.11,0.28,145470
-2.57,-1.11,0.42,145500
-2.5,-0.97,0.35,145528
-2.5,-1.04,0.28,145557
-2.57,-1.18,0.35,145587
-2.5,-1.11,0.35,145615
-2.64,-0.97,0.35,145645
-2.64,-1.11,0.35,145674
-2.57,-1.04,0.28,145703
-2.71,-1.04,0.28,145732
-2.57,-1.04,0.35,145762
-2.57,-1.11,0.35,145790
-2.64,-1.11,0.28,145819
-2.64,-1.04,0.21,145849
-2.71,-1.11,0.42,145878
-2.5,-1.04,0.35,145907
-2.71,-1.04,0.21,145936
-2.64,-1.11,0.28,145966
-2.57,-1.04,0.28,145994
-2.64,-1.11,0.35,146023
-2.64,-1.25,0.35,146053
-2.57,-1.04,0.28,146081
-2.57,-0.97,0.28,146111
-2.64,-1.04,0.28,146140
-2.64,-1.11,0.35,146169
-2.57,-1.04,0.35,146198
-2.71,-1.04,0.35,146228
-2.71,-1.11,0.35,146256
-2.64,-1.11,0.35,146285
-2.57,-1.11,0.35,146315
-2.57,-1.04,0.28,146343
-2.57,-1.11,0.21,146373
-2.57,-1.04,0.28,146402
-2.57,-1.11,0.35,146432
-2.57,-1.11,0.42,146460
-2.64,-1.11,0.28,146489
-2.71,-1.11,0.35,146519
-2.5,-1.04,0.35,146547
-2.57,-1.11,0.42,146577
-2.64,-1.04,0.35,146606
-2.57,-1.18,0.28,146635
-2.64,-1.11,0.28,146664
-2.64,-1.11,0.28,146694
-2.57,-1.04,0.35,146722
-2.57,-1.11,0.42,146751
-2.5,-1.11,0.35,146781
-2.57,-1.04,0.35,146809
-2.64,-1.11,0.28,146839
-2.57,-1.18,0.42,146868
-2.5,-1.11,0.35,146897
-2.57,-1.11,0.28,146926
-2.5,-1.11,0.35,146955
-2.71,-1.11,0.35,146984
-2.64,-1.18,0.28,147013
-2.57,-1.04,0.28,147043
-2.5,-1.11,0.28,147072
-2.57,-1.11,0.28,147101
-2.5,-1.11,0.28,147130
-2.57,-1.11,0.35,147160
-2.64,-1.04,0.28,147188
-2.64,-1.04,0.28,147217
-2.57,-1.11,0.21,147247
-2.64,-1.04,0.35,147275
-2.64,-1.11,0.28,147305
-2.57,-1.18,0.35,147334
-2.57,-1.04,0.35,147363
-2.64,-1.11,0.28,147392
-2.57,-1.11,0.42,147421
-2.57,-1.04,0.35,147450
-2.64,-1.04,0.35,147479
-2.5,-1.11,0.21,147509
-2.57,-1.04,0.28,147537
-2.57,-1.11,0.35,147567
-2.64,-1.11,0.35,147596
-2.57,-1.18,0.42,147625
-2.64,-1.04,0.35,147654
-2.43,-1.11,0.35,147683
-2.5,-1.11,0.35,147713
-2.57,-1.04,0.28,147741
-2.64,-0.97,0.35,147771
-2.64,-1.04,0.35,147800
-2.57,-1.18,0.28,147829
-2.64,-1.04,0.35,147858
-2.43,-1.11,0.35,147887
-2.57,-1.04,0.35,147916
-2.57,-1.18,0.28,147945
-2.57,-1.04,0.28,147975
-2.64,-1.04,0.35,148003
-2.57,-1.11,0.28,148033
-2.64,-1.04,0.21,148062
-2.57,-1.11,0.28,148091
-2.64,-1.11,0.28,148120
-2.71,-1.04,0.28,148149
-2.64,-1.04,0.35,148178
-2.64,-1.04,0.28,148207
-2.64,-1.11,0.28,148237
-2.71,-1.11,0.28,148265
-2.57,-1.04,0.35,148295
-2.64,-1.04,0.35,148324
-2.57,-1.04,0.35,148353
-2.57,-1.04,0.28,148382
-2.57,-1.11,0.35,148411
-2.64,-1.11,0.28,148441
-2.57,-1.11,0.28,148469
-2.71,-1.11,0.35,148499
-2.57,-1.04,0.42,148528
-2.64,-1.11,0.35,148557
-2.57,-1.04,0.28,148586
-2.64,-1.11,0.28,148615
-2.64,-1.11,0.35,148644
-2.64,-1.11,0.35,148673
-2.64,-1.11,0.28,148703
-2.64,-1.11,0.28,148731
-2.71,-1.11,0.28,148761
-2.64,-1.04,0.28,148790
-2.57,-1.04,0.28,148818
-2.57,-1.11,0.28,148848
-2.64,-1.04,0.28,148877
-2.57,-1.11,0.28,148907
-2.64,-1.04,0.35,148935
-2.57,-1.04,0.35,148965
-2.57,-1.11,0.35,148994
-2.64,-1.11,0.35,149023
-2.57,-1.04,0.21,149052
-2.57,-1.11,0.35,149081
-2.57,-0.97,0.35,149110
-2.57,-1.25,0.42,149139
-2.57,-1.11,0.35,149169
-2.57,-1.04,0.28,149197
-2.57,-1.11,0.35,149227
-2.5,-1.11,0.35,149256
-2.57,-1.04,0.42,149284
-2.64,-1.04,0.35,149314
-2.5,-1.04,0.28,149343
-2.57,-1.04,0.28,149372
-2.57,-1.04,0.35,149401
-2.5,-1.11,0.42,149431
-2.5,-1.04,0.28,149459
-2.64,-1.04,0.28,149489
-2.57,-1.11,0.35,149518
-2.64,-1.11,0.35,149547
-2.57,-1.11,0.28,149576
-2.57,-0.97,0.28,149605
-2.57,-1.11,0.21,149635
-2.57,-1.11,0.28,149663
-2.57,-1.04,0.35,149693
-2.64,-1.18,0.28,149722
-2.57,-1.11,0.35,149750
-2.64,-1.04,0.42,149780
-2.71,-1.04,0.28,149809
-2.64,-1.04,0.35,149838
-2.64,-1.04,0.35,149867
-2.64,-1.11,0.35,149897
-2.64,-1.11,0.28,149925
-2.57,-1.11,0.42,149955
-2.57,-1.11,0.35,149984
-2.64,-1.18,0.28,150012
-2.64,-1.04,0.28,150042
-2.5,-1.11,0.35,150071
-2.64,-1.11,0.28,150100
-2.57,-1.11,0.28,150129
-2.64,-1.11,0.28,150159
-2.71,-1.04,0.21,150188
-2.57,-1.04,0.35,150216
-2.64,-1.04,0.28,150246
-2.64,-1.11,0.28,150275
-2.57,-1.11,0.42,150304
-2.57,-1.11,0.28,150333
-2.64,-1.11,0.28,150363
-2.57,-1.04,0.35,150391
-2.57,-1.04,0.35,150421
-2.57,-1.11,0.35,150450
-2.57,-1.04,0.35,150478
-2.57,-1.04,0.35,150508
-2.64,-1.11,0.35,150537
-2.57,-1.04,0.28,150566
-2.5,-1.11,0.28,150595
-2.64,-1.04,0.35,150625
-2.57,-1.04,0.28,150653
-2.71,-1.11,0.28,150682
-2.64,-1.04,0.35,150712
-2.57,-1.11,0.28,150740
-2.57,-1.11,0.35,150770
-2.64,-1.18,0.35,150799
-2.57,-1.04,0.35,150829
-2.57,-1.04,0.35,150857
-2.64,-1.11,0.35,150887
-2.64,-0.97,0.35,150916
-2.64,-1.11,0.28,150944
-2.64,-1.04,0.35,150974
-2.57,-1.04,0.28,151003
-2.64,-1.04,0.28,151032
-2.57,-1.18,0.28,151061
-2.5,-1.11,0.35,151091
-2.64,-1.11,0.35,151119
-2.57,-1.11,0.28,151148
-2.64,-1.11,0.35,151178
-2.64,-1.04,0.28,151206
-2.57,-1.04,0.42,151236
-2.57,-1.11,0.35,151265
-2.57,-0.97,0.28,151294
-2.64,-1.11,0.35,151323
-2.57,-1.04,0.35,151353
-2.71,-1.11,0.28,151382
-2.64,-1.04,0.35,151410
-2.64,-1.18,0.35,151440
-2.57,-1.11,0.35,151469
-2.57,-1.04,0.28,151498
-2.57,-1.04,0.35,151527
-2.5,-1.11,0.35,151557
-2.57,-1.04,0.28,151585
-2.57,-1.04,0.35,151614
-2.64,-1.04,0.28,151644
-2.57,-1.11,0.35,151672
-2.71,-1.11,0.28,151702
-2.57,-1.04,0.35,151731
-2.5,-1.04,0.35,151760
-2.57,-1.11,0.28,151789
-2.5,-1.11,0.28,151819
-2.71,-1.04,0.35,151847
-2.64,-1.04,0.35,151876
-2.64,-1.11,0.35,151906
-2.57,-1.11,0.28,151934
-2.57,-1.18,0.35,151964
-2.64,-1.04,0.28,151993
-2.64,-1.04,0.35,152023
-2.64,-1.04,0.28,152051
-2.64,-0.97,0.28,152080
-2.57,-1.11,0.35,152110
-2.57,-1.18,0.28,152138
-2.64,-1.11,0.28,152168
-2.64,-0.97,0.28,152197
-2.57,-1.04,0.35,152226
-2.71,-1.11,0.28,152255
-2.64,-1.11,0.28,152285
-2.57,-1.11,0.28,152313
-2.57,-0.97,0.21,152342
-2.64,-1.11,0.35,152372
-2.57,-1.04,0.28,152400
-2.64,-1.11,0.28,152430
-2.57,-1.04,0.28,152459
-2.57,-1.11,0.28,152488
-2.64,-1.11,0.35,152517
-2.5,-1.11,0.28,152546
-2.57,-1.11,0.28,152576
-2.57,-1.04,0.35,152604
-2.64,-1.11,0.35,152634
-2.64,-1.11,0.35,152663
-2.71,-1.11,0.35,152692
-2.64,-1.11,0.28,152721
-2.64,-1.18,0.28,152751
-2.64,-1.04,0.35,152779
-2.57,-1.11,0.28,152808
-2.5,-1.04,0.28,152838
-2.57,-1.11,0.28,152866
-2.64,-1.11,0.28,152896
-2.57,-1.11,0.28,152925
-2.57,-1.11,0.35,152954
-2.57,-1.11,0.28,152983
-2.64,-1.11,0.35,153012
-2.57,-1.04,0.35,153041
-2.43,-1.11,0.35,153070
-2.57,-1.04,0.35,153100
-2.5,-1.11,0.28,153128
-2.57,-1.04,0.35,153158
-2.57,-1.04,0.28,153187
-2.64,-1.04,0.35,153217
-2.57,-1.11,0.28,153245
-2.64,-1.11,0.35,153274
-2.57,-1.04,0.35,153304
-2.57,-1.11,0.42,153332
-2.64,-1.04,0.42,153362
-2.64,-1.11,0.35,153391
-2.71,-1.11,0.35,153420
-2.57,-1.04,0.28,153449
-2.71,-1.04,0.28,153478
-2.57,-1.11,0.28,153507
-2.57,-0.97,0.35,153536
-2.5,-1.04,0.35,153566
-2.57,-1.11,0.35,153594
-2.5,-1.11,0.35,153624
-2.57,-1.04,0.35,153653
-2.57,-1.11,0.28,153682
-2.57,-1.11,0.35,153711
-2.64,-1.11,0.28,153740
-2.64,-1.11,0.21,153769
-2.64,-1.11,0.28,153798
-2.64,-1.18,0.28,153828
-2.57,-1.11,0.28,153857
-2.57,-1.11,0.35,153886
-2.57,-1.04,0.35,153915
-2.57,-1.04,0.35,153944
-2.57,-1.11,0.35,153973
-2.64,-1.11,0.35,154002
-2.57,-1.04,0.35,154032
-2.64,-1.04,0.35,154060
-2.57,-1.18,0.35,154090
-2.57,-1.11,0.28,154119
-2.57,-1.11,0.42,154148
-2.57,-1.11,0.35,154177
-2.57,-1.04,0.35,154206
-2.64,-0.97,0.28,154235
-2.5,-1.11,0.42,154264
-2.57,-1.04,0.28,154294
-2.57,-1.11,0.35,154322
-2.64,-1.11,0.28,154352
-2.57,-1.11,0.35,154381
-2.71,-1.04,0.28,154409
-2.57,-1.11,0.35,154439
-2.64,-1.18,0.35,154468
-2.64,-1.04,0.35,154498
-2.57,-1.11,0.28,154526
-2.57,-1.04,0.35,154556
-2.64,-1.04,0.42,154585
-2.64,-1.11,0.35,154614
-2.64,-1.11,0.35,154643
-2.64,-1.04,0.42,154672
-2.64,-1.04,0.35,154701
-2.57,-1.11,0.28,154730
-2.57,-1.11,0.28,154760
-2.5,-1.11,0.35,154788
-2.57,-1.11,0.42,154818
-2.64,-1.11,0.28,154847
-2.5,-1.11,0.28,154875
-2.57,-1.11,0.28,154905
-2.57,-1.04,0.35,154934
-2.57,-1.18,0.21,154963
-2.64,-1.04,0.35,154992
-2.64,-1.18,0.28,155022
-2.57,-1.04,0.28,155051
-2.5,-1.11,0.35,155080
-2.57,-1.04,0.28,155109
-2.57,-1.04,0.35,155138
-2.64,-1.04,0.21,155167
-2.64,-1.11,0.35,155196
-2.57,-1.04,0.35,155226
-2.64,-1.04,0.28,155254
-2.57,-1.11,0.28,155284
-2.64,-1.11,0.28,155313
-2.57,-1.04,0.28,155341
-2.5,-1.04,0.35,155371
-2.64,-1.04,0.42,155400
-2.57,-1.04,0.28,155429
-2.64,-1.04,0.28,155458
-2.64,-1.04,0.35,155488
-2.64,-0.97,0.35,155516
-2.64,-0.97,0.35,155546
-2.57,-1.04,0.28,155575
-2.64,-1.11,0.35,155603
-2.64,-1.11,0.28,155633
-2.57,-1.11,0.35,155662
-2.5,-1.11,0.28,155692
-2.64,-1.11,0.28,155720
-2.64,-1.18,0.35,155750
-2.57,-1.04,0.35,155779
-2.64,-1.11,0.35,155807
-2.5,-1.11,0.35,155837
-2.57,-0.97,0.28,155866
-2.5,-1.11,0.35,155895
-2.64,-1.11,0.28,155924
-2.71,-1.04,0.21,155954
-2.64,-1.04,0.35,155982
-2.64,-1.04,0.35,156012
-2.57,-1.04,0.35,156041
-2.64,-1.11,0.35,156069
-2.57,-1.04,0.35,156099
-2.57,-1.18,0.42,156128
-2.57,-1.11,0.28,156157
-2.64,-1.11,0.35,156186
-2.57,-1.11,0.28,156216
-2.57,-1.04,0.28,156244
-2.5,-1.04,0.28,156273
-2.64,-1.11,0.42,156303
-2.64,-1.11,0.35,156332
-2.64,-1.18,0.42,156361
-2.64,-1.04,0.28,156390
-2.64,-1.11,0.21,156420
-2.64,-1.04,0.35,156448
-2.64,-1.11,0.35,156478
-2.64,-1.04,0.28,156507
-2.57,-1.04,0.35,156535
-2.64,-1.11,0.35,156565
-2.64,-1.11,0.35,156594
-2.57,-1.04,0.28,156623
-2.57,-1.11,0.35,156652
-2.64,-0.97,0.35,156682
-2.57,-1.04,0.28,156710
-2.64,-1.04,0.42,156739
-2.64,-1.11,0.28,156769
-2.57,-1.04,0.35,156797
-2.64,-1.11,0.35,156827
-2.57,-1.04,0.28,156856
-2.57,-1.18,0.35,156886
-2.64,-1.11,0.35,156914
-2.64,-1.11,0.35,156944
-2.64,-1.11,0.42,156973
-2.57,-1.11,0.28,157001
-2.64,-1.04,0.28,157031
-2.71,-0.97,0.28,157060
-2.5,-1.04,0.35,157089
-2.64,-1.11,0.35,157118
-2.64,-1.04,0.35,157148
-2.57,-1.11,0.28,157176
-2.64,-1.11,0.28,157205
-2.57,-1.11,0.35,157235
-2.57,-1.04,0.28,157263
-2.57,-1.04,0.28,157293
-2.57,-1.04,0.35,157322
-2.5,-1.11,0.35,157351
-2.64,-1.04,0.28,157380
-2.57,-1.18,0.28,157410
-2.64,-1.04,0.28,157438
-2.64,-1.04,0.35,157467
-2.57,-1.11,0.28,157497
-2.5,-1.04,0.28,157526
-2.57,-1.04,0.28,157555
-2.64,-1.11,0.35,157584
-2.64,-1.04,0.28,157614
-2.57,-1.11,0.42,157642
-2.5,-1.11,0.28,157671
-2.64,-1.11,0.35,157701
-2.64,-1.04,0.35,157729
-2.57,-1.11,0.28,157759
-2.57,-1.04,0.35,157788
-2.57,-1.11,0.35,157817
-2.57,-1.11,0.35,157846
-2.57,-1.04,0.35,157876
-2.57,-1.04,0.35,157904
-2.57,-1.04,0.28,157933
-2.57,-1.18,0.28,157963
-2.57,-1.11,0.28,157991
-2.5,-1.11,0.42,158021
-2.57,-0.97,0.28,158050
-2.64,-1.11,0.28,158080
-2.57,-1.11,0.28,158108
-2.64,-1.04,0.28,158137
-2.64,-1.11,0.35,158167
-2.64,-1.11,0.42,158195
-2.64,-1.04,0.28,158225
-2.64,-0.97,0.35,158254
-2.57,-1.04,0.21,158283
-2.57,-1.11,0.42,158312
-2.64,-1.04,0.28,158342
-2.57,-1.11,0.35,158370
-2.64,-1.11,0.35,158399
-2.43,-1.04,0.28,158429
-2.57,-1.04,0.42,158457
-2.64,-1.11,0.35,158487
-2.64,-1.11,0.35,158516
-2.71,-1.11,0.28,158545
-2.5,-1.04,0.35,158574
-2.64,-1.11,0.35,158603
-2.64,-1.11,0.35,158632
-2.57,-1.04,0.28,158661
-2.5,-1.11,0.21,158691
-2.64,-1.04,0.35,158720
-2.57,-1.11,0.35,158749
-2.57,-1.11,0.28,158778
-2.64,-1.11,0.35,158808
-2.57,-0.97,0.35,158836
-2.57,-1.04,0.21,158865
-2.64,-1.11,0.28,158895
-2.57,-1.11,0.35,158923
-2.64,-1.11,0.21,158953
-2.64,-1.04,0.35,158982
-2.64,-1.11,0.28,159011
-2.5,-1.04,0.35,159040
-2.57,-1.04,0.35,159069
-2.5,-0.97,0.35,159098
-2.57,-1.04,0.35,159127
-2.5,-1.11,0.28,159157
-2.5,-1.04,0.35,159185
-2.64,-1.04,0.28,159215
-2.57,-1.11,0.35,159244
-2.71,-1.11,0.28,159273
-2.5,-0.97,0.35,159302
-2.57,-1.04,0.28,159331
-2.5,-1.11,0.35,159361
-2.64,-1.11,0.28,159389
-2.57,-1.04,0.21,159419
-2.57,-1.11,0.28,159448
-2.64,-1.11,0.28,159477
-2.64,-1.11,0.28,159506
-2.57,-0.97,0.35,159535
-2.64,-1.11,0.42,159564
-2.5,-1.04,0.35,159593
-2.57,-1.11,0.42,159623
-2.64,-1.04,0.35,159651
-2.57,-0.97,0.35,159681
-2.57,-1.04,0.28,159710
-2.71,-1.04,0.35,159739
-2.64,-1.11,0.42,159768
-2.57,-1.04,0.28,159797
-2.64,-1.18,0.35,159826
-2.5,-1.18,0.28,159855
-2.57,-1.04,0.42,159885
-2.64,-1.04,0.35,159913
-2.5,-1.04,0.35,159943
-2.57,-1.04,0.35,159972
-2.64,-1.04,0.28,160001
-2.57,-1.18,0.42,160030
-2.64,-1.11,0.28,160059
-2.57,-1.11,0.35,160089
-2.64,-1.11,0.28,160117
-2.64,-1.11,0.35,160147
-2.57,-1.04,0.35,160176
-2.64,-1.18,0.35,160205
-2.71,-1.04,0.28,160234
-2.5,-1.11,0.35,160263
-2.64,-1.11,0.35,160292
-2.64,-1.11,0.35,160321
-2.57,-1.11,0.28,160351
-2.64,-1.11,0.35,160379
-2.57,-1.18,0.35,160409
-2.57,-1.11,0.35,160438
-2.57,-1.04,0.42,160466
-2.64,-1.11,0.42,160496
-2.64,-1.11,0.28,160525
-2.64,-1.04,0.35,160555
-2.64,-1.18,0.28,160583
-2.5,-1.04,0.28,160613
-2.64,-1.11,0.35,160642
-2.5,-1.18,0.21,160671
-2.57,-1.18,0.35,160700
-2.57,-1.11,0.35,160729
-2.57,-1.11,0.35,160758
-2.5,-1.11,0.35,160787
-2.5,-1.11,0.35,160817
-2.64,-1.11,0.35,160845
-2.64,-0.97,0.35,160875
-2.57,-1.11,0.35,160904
-2.71,-1.11,0.28,160932
-2.64,-1.04,0.28,160962
-2.57,-1.11,0.35,160991
-2.57,-1.11,0.42,161020
-2.64,-1.11,0.35,161049
-2.57,-1.04,0.35,161079
-2.57,-1.04,0.35,161107
-2.57,-1.11,0.35,161137
-2.57,-1.11,0.28,161166
-2.57,-1.11,0.35,161195
-2.57,-1.11,0.28,161224
-2.64,-1.11,0.28,161253
-2.57,-0.97,0.42,161283
-2.64,-1.11,0.35,161311
-2.64,-1.11,0.35,161341
-2.57,-1.04,0.35,161370
-2.64,-1.11,0.28,161398
-2.57,-1.04,0.35,161428
-2.64,-1.04,0.28,161457
-2.57,-1.11,0.14,161486
-2.57,-0.97,0.35,161515
-2.57,-1.11,0.28,161545
-2.64,-1.11,0.28,161573
-2.64,-1.11,0.35,161603
-2.64,-1.04,0.35,161632
-2.57,-1.11,0.35,161660
-2.64,-1.04,0.35,161690
-2.57,-1.11,0.28,161719
-2.57,-1.18,0.28,161748
-2.5,-1.18,0.35,161777
-2.64,-1.11,0.28,161807
-2.57,-1.04,0.35,161836
-2.57,-1.04,0.35,161864
-2.64,-1.04,0.35,161894
-2.57,-1.11,0.35,161923
-2.57,-1.11,0.35,161952
-2.64,-1.04,0.28,161981
-2.5,-1.11,0.28,162011
-2.64,-1.04,0.35,162039
-2.57,-1.04,0.35,162069
-2.5,-1.18,0.42,162098
-2.64,-0.97,0.28,162126
-2.64,-0.97,0.42,162156
-2.57,-1.11,0.35,162185
-2.57,-1.04,0.28,162214
-2.57,-1.11,0.28,162243
-2.5,-1.04,0.35,162273
-2.57,-1.11,0.28,162301
-2.57,-1.04,0.35,162330
-2.57,-1.11,0.28,162360
-2.57,-1.04,0.42,162388
-2.64,-1.04,0.35,162418
-2.71,-1.04,0.35,162447
-2.43,-1.04,0.28,162477
-2.5,-1.11,0.35,162505
-2.64,-1.11,0.28,162535
-2.57,-1.11,0.35,162564
-2.5,-1.04,0.35,162592
-2.64,-1.18,0.28,162622
-2.5,-1.18,0.28,162651
-2.64,-1.11,0.28,162680
-2.57,-1.11,0.21,162709
-2.64,-1.18,0.28,162739
-2.57,-1.11,0.35,162767
-2.57,-1.04,0.28,162796
-2.57,-1.11,0.35,162826
-2.57,-1.04,0.35,162854
-2.64,-1.18,0.35,162884
-2.57,-1.11,0.35,162913
-2.57,-1.04,0.28,162942
-2.57,-1.04,0.35,162971
-2.64,-1.11,0.35,163001
-2.57,-1.04,0.28,163030
-2.57,-1.18,0.35,163058
-2.5,-1.11,0.28,163088
-2.71,-1.04,0.35,163117
-2.64,-1.04,0.28,163146
-2.57,-1.11,0.35,163175
-2.57,-1.11,0.35,163205
-2.64,-1.11,0.35,163233
-2.57,-1.04,0.28,163262
-2.64,-1.11,0.35,163292
-2.64,-0.97,0.28,163320
-2.57,-1.04,0.28,163350
-2.71,-1.11,0.35,163379
-2.57,-1.04,0.35,163408
-2.64,-1.04,0.28,163437
-2.64,-1.18,0.35,163467
-2.57,-1.11,0.35,163495
-2.57,-1.04,0.35,163524
-2.57,-1.04,0.35,163554
-2.57,-1.11,0.28,163582
-2.64,-1.04,0.35,163612
-2.5,-0.97,0.35,163641
-2.71,-1.04,0.35,163671
-2.57,-1.11,0.35,163699
-2.57,-1.04,0.28,163728
-2.57,-1.11,0.35,163758
-2.57,-1.11,0.35,163786
-2.64,-1.04,0.35,163816
-2.57,-1.11,0.28,163845
-2.57,-1.11,0.35,163874
-2.64,-1.11,0.28,163903
-2.57,-1.11,0.28,163933
-2.5,-1.18,0.35,163961
-2.5,-1.04,0.35,163990
-2.57,-1.11,0.35,164020
-2.64,-1.11,0.21,164048
-2.57,-1.11,0.28,164078
-2.57,-1.04,0.35,164107
-2.5,-1.11,0.35,164136
-2.64,-1.04,0.35,164165
-2.64,-0.97,0.28,164194
-2.57,-1.11,0.28,164224
-2.64,-1.18,0.35,164252
-2.57,-1.04,0.28,164282
-2.5,-1.11,0.35,164311
-2.57,-1.11,0.35,164340
-2.57,-1.11,0.21,164369
-2.64,-1.11,0.28,164399
-2.64,-1.04,0.28,164427
-2.64,-1.04,0.35,164456
-2.57,-1.11,0.35,164486
-2.64,-1.18,0.35,164514
-2.57,-1.04,0.28,164544
-2.64,-1.11,0.28,164573
-2.64,-1.11,0.35,164602
-2.71,-1.11,0.28,164631
-2.64,-1.04,0.35,164660
-2.57,-1.04,0.28,164689
-2.64,-1.11,0.28,164718
-2.57,-1.04,0.42,164748
-2.5,-1.18,0.35,164776
-2.64,-1.04,0.35,164806
-2.64,-1.18,0.35,164835
-2.57,-1.11,0.35,164865
-2.64,-1.18,0.28,164893
-2.5,-1.04,0.35,164922
-2.57,-1.11,0.28,164952
-2.64,-1.11,0.35,164980
-2.57,-1.11,0.42,165010
-2.64,-1.04,0.35,165039
-2.64,-1.11,0.35,165068
-2.57,-1.11,0.35,165097
-2.64,-1.04,0.28,165126
-2.5,-1.11,0.42,165155
-2.64,-1.18,0.35,165184
-2.57,-1.11,0.35,165214
-2.64,-1.04,0.35,165242
-2.57,-1.04,0.28,165272
-2.64,-1.11,0.35,165301
-2.57,-1.11,0.28,165330
-2.57,-1.11,0.42,165359
-2.5,-1.11,0.28,165388
-2.64,-1.11,0.35,165417
-2.64,-1.11,0.28,165446
-2.57,-1.11,0.35,165476
-2.57,-1.04,0.28,165505
-2.64,-0.97,0.28,165534
-2.57,-1.04,0.28,165563
-2.5,-1.04,0.35,165592
-2.57,-1.11,0.28,165621
-2.57,-1.11,0.35,165650
-2.64,-0.97,0.35,165680
-2.64,-1.04,0.28,165708
-2.64,-1.04,0.28,165738
-2.5,-1.04,0.35,165767
-2.64,-1.04,0.28,165796
-2.57,-0.97,0.35,165825
-2.64,-0.97,0.28,165854
-2.57,-1.11,0.28,165883
-2.64,-1.11,0.28,165912
-2.57,-1.11,0.28,165942
-2.64,-1.04,0.35,165970
-2.57,-1.11,0.28,166000
-2.57,-1.04,0.35,166029
-2.5,-1.04,0.21,166057
-2.5,-1.11,0.28,166087
-2.64,-1.11,0.28,166116
-2.57,-0.97,0.35,166146
-2.64,-1.04,0.28,166174
-2.57,-1.04,0.35,166204
-2.57,-1.11,0.35,166233
-2.71,-1.04,0.42,166262
-2.57,-1.04,0.35,166291
-2.57,-1.04,0.35,166320
-2.5,-1.04,0.35,166349
-2.57,-1.04,0.28,166378
-2.64,-1.11,0.28,166408
-2.64,-1.04,0.35,166436
-2.64,-1.25,0.35,166466
-2.5,-1.11,0.28,166495
-2.64,-1.11,0.28,166523
-2.71,-1.18,0.42,166553
-2.64,-1.11,0.28,166582
-2.71,-1.04,0.35,166611
-2.57,-1.11,0.42,166640
-2.57,-1.11,0.28,166670
-2.64,-1.11,0.42,166699
-2.57,-1.11,0.35,166728
-2.5,-1.18,0.28,166757
-2.57,-1.11,0.35,166786
-2.64,-1.11,0.35,166815
-2.64,-1.04,0.35,166844
-2.57,-1.04,0.28,166874
-2.71,-1.04,0.35,166902
-2.64,-1.04,0.35,166932
-2.71,-0.97,0.35,166961
